web-scraper-order,web-scraper-start-url,detail,pagi
"1650264018-429","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年4月3日，无新增本地新冠肺炎确诊病例 新增境外输入6例 治愈出院1例",""
"1650264018-726","https://wsjkw.sh.gov.cn/yqtb/index.html","上海6月23日无新增本地新冠肺炎确诊病例 新增境外输入2例",""
"1650264018-181","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年12月12日，无新增本土新冠肺炎确诊病例 新增境外输入5例  治愈出院3例",""
"1650264018-879","https://wsjkw.sh.gov.cn/yqtb/index.html","上海公布昨日（0-24时） 境外输入关联病例涉及区域和场所情况",""
"1650264018-355","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年6月17日，无新增本地新冠肺炎确诊病例 新增境外输入3例",""
"1650264018-755","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有3例确诊病例今日出院，共计660例治愈出院",""
"1650264018-607","https://wsjkw.sh.gov.cn/yqtb/index.html","上海10月7日无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院6例",""
"1650264018-678","https://wsjkw.sh.gov.cn/yqtb/index.html","上海7月30日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例 治愈出院1例",""
"1650264018-911","https://wsjkw.sh.gov.cn/yqtb/index.html","今天0-12时，上海新增1例境外输入型新型冠状病毒肺炎确诊病例",""
"1650264018-687","https://wsjkw.sh.gov.cn/yqtb/index.html","上海7月23日无新增本地新冠肺炎确诊病例 新增境外输入1例  治愈出院1例",""
"1650264018-811","https://wsjkw.sh.gov.cn/yqtb/index.html","上海4月29日无新增本地新冠肺炎确诊病例 新增境外输入2例 治愈出院13例",""
"1650264018-536","https://wsjkw.sh.gov.cn/yqtb/index.html","上海12月16日无新增本地新冠肺炎确诊病例 新增境外输入6例  治愈出院6例",""
"1650264018-959","https://wsjkw.sh.gov.cn/yqtb/index.html","【辟谣】非上海户籍不再列入新增确诊病例？ 市卫健委辟谣了",""
"1650264018-878","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有1例确诊病例今日出院，共计330例治愈出院",""
"1650264018-684","https://wsjkw.sh.gov.cn/yqtb/index.html","上海7月26日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例 治愈出院1例",""
"1650264018-754","https://wsjkw.sh.gov.cn/yqtb/index.html","上海昨日无新增本地新冠肺炎确诊病例，新增境外输入1例，治愈出院3例",""
"1650264018-623","https://wsjkw.sh.gov.cn/yqtb/index.html","上海9月21日无新增本地新冠肺炎确诊病例 新增境外输入1例   治愈出院4例",""
"1650264018-767","https://wsjkw.sh.gov.cn/yqtb/index.html","上海5月24日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例 新增治愈出院1例",""
"1650264018-897","https://wsjkw.sh.gov.cn/yqtb/index.html","今天0-12时，上海新增2例 境外输入型新型冠状病毒肺炎确诊病例",""
"1650264018-704","https://wsjkw.sh.gov.cn/yqtb/index.html","上海7月10日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例",""
"1650264018-979","https://wsjkw.sh.gov.cn/yqtb/index.html","上海新增14例新型冠状病毒感染的肺炎确诊病例",""
"1650264018-883","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有1例确诊病例今日出院，共计328例治愈出院",""
"1650264018-846","https://wsjkw.sh.gov.cn/yqtb/index.html","上海4月11日无新增本地新冠肺炎确诊病例 新增境外输入52例  治愈出院3例",""
"1650264018-563","https://wsjkw.sh.gov.cn/yqtb/index.html","上海11月20日新增2例本地新冠肺炎确诊病例 新增境外输入9例  治愈出院8例",""
"1650264018-620","https://wsjkw.sh.gov.cn/yqtb/index.html","上海9月24日无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院2例",""
"1650264018-208","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年11月17日，无新增本地新冠肺炎确诊病例 新增境外输入6例  治愈出院4例",""
"1650264018-129","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年1月31日，无新增本土新冠肺炎确诊病例 新增境外输入18例  治愈出院25例 解除医学观察无症状感染者3例",""
"1650264018-506","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年1月15日，无新增本地新冠肺炎确诊病例 新增境外输入7例  治愈出院2例",""
"1650264018-857","https://wsjkw.sh.gov.cn/yqtb/index.html","上海昨日无新增本地新冠肺炎确诊病例  新增境外输入5例 治愈出院27例",""
"1650264018-679","https://wsjkw.sh.gov.cn/yqtb/index.html","上海7月29日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例",""
"1650264018-561","https://wsjkw.sh.gov.cn/yqtb/index.html","上海11月21日新增1例本地新冠肺炎确诊病例 新增境外输入3例  治愈出院2例",""
"1650264018-618","https://wsjkw.sh.gov.cn/yqtb/index.html","上海9月26日无新增本地新冠肺炎确诊病例 新增境外输入1例  治愈出院2例",""
"1650264018-418","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年4月15日，无新增本地新冠肺炎确诊病例 新增境外输入3例 治愈出院2例",""
"1650264018-929","https://wsjkw.sh.gov.cn/yqtb/index.html","上海无新增新型冠状病毒肺炎确诊病例",""
"1650264018-891","https://wsjkw.sh.gov.cn/yqtb/index.html","上海昨日无新增本地新冠肺炎确诊病例，新增境外输入3例，治愈出院1例",""
"1650264018-522","https://wsjkw.sh.gov.cn/yqtb/index.html","上海12月30日无新增本地新冠肺炎确诊病例 新增境外输入6例  治愈出院5例",""
"1650264018-714","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有3例确诊病例今日出院，共计681例治愈出院",""
"1650264018-138","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年1月23日，无新增本土新冠肺炎确诊病例 新增境外输入22例 治愈出院45例",""
"1650264018-789","https://wsjkw.sh.gov.cn/yqtb/index.html","上海5月13日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例 新增治愈出院2例",""
"1650264018-633","https://wsjkw.sh.gov.cn/yqtb/index.html","上海9月11日无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院4例",""
"1650264018-739","https://wsjkw.sh.gov.cn/yqtb/index.html","上海6月11日无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院1例",""
"1650264018-252","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年9月25日，无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院2例",""
"1650264018-42","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年4月7日，新增本土新冠肺炎确诊病例824例 新增本土无症状感染者20398例 新增境外输入性新冠肺炎确诊病例4例 新增境外输入性无症状感染者3例 治愈出院57例",""
"1650264018-716","https://wsjkw.sh.gov.cn/yqtb/index.html","上海7月1日无新增本地新冠肺炎确诊病例 新增境外输入1例  治愈出院2例",""
"1650264018-762","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有2例确诊病例5月27日出院",""
"1650264018-496","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年1月23日，新增本地新冠肺炎确诊病例3例 新增境外输入3例  治愈出院5例",""
"1650264018-400","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年5月3日，无新增本地新冠肺炎确诊病例 新增境外输入3例 治愈出院5例",""
"1650264018-932","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有12例确诊病例2月21日出院",""
"1650264018-424","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年4月9日，无新增本地新冠肺炎确诊病例 新增境外输入4例",""
"1650264018-162","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年12月30日，无新增本土新冠肺炎确诊病例 新增境外输入9例  治愈出院3例",""
"1650264018-941","https://wsjkw.sh.gov.cn/yqtb/index.html","上海新增3例新型冠状病毒肺炎确诊病例",""
"1650264018-874","https://wsjkw.sh.gov.cn/yqtb/index.html","上海3月26日无新增本地新冠肺炎确诊病例 新增境外输入17例  治愈出院1例",""
"1650264018-491","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年1月28日，无新增本地新冠肺炎确诊病例 新增境外输入9例  治愈出院5例",""
"1650264018-922","https://wsjkw.sh.gov.cn/yqtb/index.html","上海公布2月26日（0-24时） 确诊病例涉及区域和场所情况",""
"1650264018-402","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年5月1日，无新增本地新冠肺炎确诊病例 新增境外输入4例 治愈出院3例",""
"1650264018-358","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年6月14日，无新增本地新冠肺炎确诊病例 新增境外输入5例",""
"1650264018-976","https://wsjkw.sh.gov.cn/yqtb/index.html","上海新增11例新型冠状病毒感染的肺炎确诊病例",""
"1650264018-842","https://wsjkw.sh.gov.cn/yqtb/index.html","上海4月13日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例 治愈出院12例",""
"1650264018-406","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年4月27日，无新增本地新冠肺炎确诊病例 新增境外输入2例 治愈出院3例",""
"1650264018-201","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年11月24日，无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院1例",""
"1650264018-46","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年4月5日，新增本土新冠肺炎确诊病例311例 新增本土无症状感染者16766例 新增境外输入性新冠肺炎确诊病例4例 新增境外输入性无症状感染者1例 治愈出院41例",""
"1650264018-286","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年8月22日，无新增本地新冠肺炎确诊病例 新增境外输入4例 治愈出院2例",""
"1650264018-169","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年12月24日，无新增本土新冠肺炎确诊病例 新增境外输入15例  治愈出院6例",""
"1650264018-124","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年2月5日，无新增本土新冠肺炎确诊病例 新增境外输入12例  治愈出院21例 解除医学观察无症状感染者2例",""
"1650264018-984","https://wsjkw.sh.gov.cn/yqtb/index.html","上海新增18例新型冠状病毒感染的肺炎确诊病例",""
"1650264018-591","https://wsjkw.sh.gov.cn/yqtb/index.html","上海10月23日无新增本地新冠肺炎确诊病例 新增境外输入9例  治愈出院3例",""
"1650264018-796","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有3例确诊病例今日出院，共计626例治愈出院",""
"1650264018-312","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年7月31日，无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院9例",""
"1650264018-736","https://wsjkw.sh.gov.cn/yqtb/index.html","上海6月15日无新增本地新冠肺炎确诊病例 新增境外输入3例",""
"1650264018-175","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年12月18日，无新增本土新冠肺炎确诊病例 新增本土无症状感染者1例 新增境外输入确诊病例14例  治愈出院1例",""
"1650264018-521","https://wsjkw.sh.gov.cn/yqtb/index.html","上海12月31日无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院7例",""
"1650264018-610","https://wsjkw.sh.gov.cn/yqtb/index.html","上海10月4日无新增本地新冠肺炎确诊病例 新增境外输入10例  治愈出院2例",""
"1650264018-882","https://wsjkw.sh.gov.cn/yqtb/index.html","【快讯】上海已排查判定济南新增1例境外输入病例17名密切接触者",""
"1650264018-914","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有2例确诊病例今日出院，共计294例治愈出院",""
"1650264018-630","https://wsjkw.sh.gov.cn/yqtb/index.html","上海9月14日无新增本地新冠肺炎确诊病例 新增境外输入1例  治愈出院3例",""
"1650264018-276","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年8月30日，无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院2例",""
"1650264018-24","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年4月16日，新增本土新冠肺炎确诊病例3238例 新增本土无症状感染者21582例 新增境外输入性新冠肺炎确诊病例2例 无新增境外输入性无症状感染者",""
"1650264018-969","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有11例确诊病例2月8日出院",""
"1650264018-501","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年1月20日，无新增本地新冠肺炎确诊病例 新增境外输入9例  治愈出院1例",""
"1650264018-552","https://wsjkw.sh.gov.cn/yqtb/index.html","上海11月30日无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院5例",""
"1650264018-255","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年9月22日，无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院5例",""
"1650264018-128","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年2月1日，无新增本土新冠肺炎确诊病例 新增境外输入18例  治愈出院38例 解除医学观察无症状感染者1例",""
"1650264018-757","https://wsjkw.sh.gov.cn/yqtb/index.html","上海5月30日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例",""
"1650264018-753","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有1例确诊病例今日出院，共计661例治愈出院",""
"1650264018-163","https://wsjkw.sh.gov.cn/yqtb/index.html","关于公布上海市第二批老年友善医疗机构名单的通知",""
"1650264018-731","https://wsjkw.sh.gov.cn/yqtb/index.html","上海昨日无新增本地新冠肺炎确诊病例，新增境外输入1例",""
"1650264018-785","https://wsjkw.sh.gov.cn/yqtb/index.html","上海5月15日无新增本地新冠肺炎确诊病例 新增境外输入5例 治愈出院2例",""
"1650264018-241","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年10月8日，无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院2例",""
"1650264018-115","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年2月14日，无新增本土新冠肺炎确诊病例 新增境外输入6例  治愈出院13例",""
"1650264018-608","https://wsjkw.sh.gov.cn/yqtb/index.html","上海10月6日无新增本地新冠肺炎确诊病例 新增境外输入1例  治愈出院2例",""
"1650264018-502","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年1月19日无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院3例",""
"1650264018-786","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有2例确诊病例今日出院，共计640例治愈出院",""
"1650264018-117","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年2月12日，无新增本土新冠肺炎确诊病例 新增境外输入9例  治愈出院11例 解除医学观察无症状感染者1例",""
"1650264018-523","https://wsjkw.sh.gov.cn/yqtb/index.html","上海12月29日无新增本地新冠肺炎确诊病例 新增境外输入7例 治愈出院11例",""
"1650264018-403","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年4月30日，无新增本地新冠肺炎确诊病例 新增境外输入3例 治愈出院5例",""
"1650264018-854","https://wsjkw.sh.gov.cn/yqtb/index.html","上海4月7日无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院17例  死亡1例",""
"1650264018-212","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年11月13日，无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院5例",""
"1650264018-955","https://wsjkw.sh.gov.cn/yqtb/index.html","上海新增5例新型冠状病毒肺炎确诊病例",""
"1650264018-272","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年9月3日，无新增本地新冠肺炎确诊病例 新增境外输入8例  治愈出院2例",""
"1650264018-97","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年3月4日，新增本土新冠肺炎确诊病例3例 新增本土无症状感染者16例 新增境外输入性新冠肺炎确诊病例24例 新增境外输入性无症状感染者10例 治愈出院12例",""
"1650264018-133","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年1月27日，无新增本土新冠肺炎确诊病例 新增境外输入7例  治愈出院28例 解除医学观察无症状感染者1例",""
"1650264018-145","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年1月16日，无新增本土新冠肺炎确诊病例 新增境外输入35例  治愈出院10例 解除医学观察无症状感染者3例",""
"1650264018-155","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年1月6日，无新增本土新冠肺炎确诊病例 新增本土无症状感染者3例 新增境外输入新冠肺炎确诊病例24例 新增境外输入无症状感染者2例   治愈出院3例",""
"1650264018-908","https://wsjkw.sh.gov.cn/yqtb/index.html","一名4岁患儿出院！上海今天又有7例确诊病例痊愈出院，累计313人",""
"1650264018-475","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年2月14日，无新增本地新冠肺炎确诊病例 新增境外输入1例   治愈出院7例",""
"1650264018-338","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年7月5日，无新增本地新冠肺炎确诊病例 新增境外输入4例 治愈出院1例",""
"1650264018-228","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年10月20日，无新增本地新冠肺炎确诊病例 新增境外输入6例  治愈出院3例",""
"1650264018-456","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年3月6日，无新增本地新冠肺炎确诊病例 新增境外输入2例 治愈出院1例",""
"1650264018-543","https://wsjkw.sh.gov.cn/yqtb/index.html","上海12月9日无新增本地新冠肺炎确诊病例 新增境外输入9例  治愈出院2例",""
"1650264018-541","https://wsjkw.sh.gov.cn/yqtb/index.html","上海12月11日0—24时，无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院4例",""
"1650264018-909","https://wsjkw.sh.gov.cn/yqtb/index.html","今天0-12时，上海新增3例境外输入型新型冠状病毒肺炎确诊病例",""
"1650264018-720","https://wsjkw.sh.gov.cn/yqtb/index.html","上海6月28日无新增本地新冠肺炎确诊病例 新增境外输入1例",""
"1650264018-713","https://wsjkw.sh.gov.cn/yqtb/index.html","上海7月3日无新增本地新冠肺炎确诊病例 新增境外输入1例  治愈出院3例",""
"1650264018-34","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年4月11日，新增本土新冠肺炎确诊病例994例 新增本土无症状感染者22348例 新增境外输入性新冠肺炎确诊病例4例 新增境外输入性无症状感染者1例 治愈出院391例",""
"1650264018-813","https://wsjkw.sh.gov.cn/yqtb/index.html","上海4月28日无新增本地新冠肺炎确诊病例 新增境外输入1例 治愈出院3例",""
"1650264018-173","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年12月20日，无新增本土新冠肺炎确诊病例 新增境外输入5例  治愈出院3例",""
"1650264018-431","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年4月1日，无新增本地新冠肺炎确诊病例 新增境外输入2例 治愈出院1例",""
"1650264018-280","https://wsjkw.sh.gov.cn/yqtb/index.html","本市筛查8月26日确诊本土病例相关人员11938人，核酸检测结果均为阴性",""
"1650264018-341","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年7月2日，无新增本地新冠肺炎确诊病例 新增境外输入4例 治愈出院4例",""
"1650264018-202","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年11月23日，无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院7例",""
"1650264018-149","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年1月12日，无新增本土新冠肺炎确诊病例 新增境外输入31例  治愈出院18例",""
"1650264018-250","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年9月27日，无新增本地新冠肺炎确诊病例 无新增境外输入病例  治愈出院7例",""
"1650264018-853","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有11例确诊病例今日出院，共计417例治愈出院",""
"1650264018-61","https://wsjkw.sh.gov.cn/yqtb/index.html","3月28日（0-24时）本市各区确诊病例、无症状感染者居住地信息",""
"1650264018-557","https://wsjkw.sh.gov.cn/yqtb/index.html","上海11月25日无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院4例",""
"1650264018-90","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年3月11日，新增本土新冠肺炎确诊病例5例 新增本土无症状感染者78例 新增境外输入性新冠肺炎确诊病例22例 新增境外输入性无症状感染者9例 治愈出院20例  解除医学观察无症状感染者3例",""
"1650264018-681","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有1例确诊病例今日出院，共计719例治愈出院",""
"1650264018-987","https://wsjkw.sh.gov.cn/yqtb/index.html","快讯！上海今天又有1例确诊病例痊愈出院，目前共有5例出院",""
"1650264018-746","https://wsjkw.sh.gov.cn/yqtb/index.html","上海昨日无新增本地新冠肺炎确诊病例，无新增境外输入性新冠肺炎确诊病例，治愈出院1例",""
"1650264018-625","https://wsjkw.sh.gov.cn/yqtb/index.html","上海9月19日无新增本地新冠肺炎确诊病例 新增境外输入4例   治愈出院6例",""
"1650264018-892","https://wsjkw.sh.gov.cn/yqtb/index.html","今天0-12时，上海无新增新冠肺炎确诊病例",""
"1650264018-875","https://wsjkw.sh.gov.cn/yqtb/index.html","上海今天又有1例确诊病例痊愈出院，累计331人",""
"1650264018-178","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年12月15日，无新增本土新冠肺炎确诊病例 新增境外输入2例  治愈出院2例",""
"1650264018-85","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年3月15日，新增本土新冠肺炎确诊病例5例 新增本土无症状感染者197例 新增境外输入性新冠肺炎确诊病例10例 新增境外输入性无症状感染者1例 治愈出院33例  解除医学观察无症状感染者13例",""
"1650264018-191","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年12月3日，无新增本土新冠肺炎确诊病例 新增本土无症状感染者1例  新增境外输入6例 治愈出院4例",""
"1650264018-288","https://wsjkw.sh.gov.cn/yqtb/index.html","上海新增3例本土确诊病例，浦东祝桥镇千汇路两个小区列为中风险地区",""
"1650264018-35","https://wsjkw.sh.gov.cn/yqtb/index.html","4月10日（0-24时）本市各区确诊病例、无症状感染者居住地信息",""
"1650264018-152","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年1月9日，无新增本土新冠肺炎确诊病例 新增境外输入26例  治愈出院10例",""
"1650264018-188","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年12月6日，无新增本土新冠肺炎确诊病例 新增境外输入5例  治愈出院10例",""
"1650264018-389","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年5月14日，无新增本地新冠肺炎确诊病例 新增境外输入3例 治愈出院3例",""
"1650264018-954","https://wsjkw.sh.gov.cn/yqtb/index.html","快讯！上海公布2月11日（0-24时）确诊病例涉及区域和场所情况",""
"1650264018-291","https://wsjkw.sh.gov.cn/yqtb/index.html","权威发布！本市公布8月18日确诊本土病例溯源情况",""
"1650264018-194","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年12月1日，无新增本土新冠肺炎确诊病例 新增境外输入3例  治愈出院3例",""
"1650264018-245","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年10月4日 无新增本地新冠肺炎确诊病例 新增境外输入6例  治愈出院1例",""
"1650264018-810","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有2例确诊病例今日出院，共计599例治愈出院",""
"1650264018-901","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有1例确诊病例3月12日出院",""
"1650264018-723","https://wsjkw.sh.gov.cn/yqtb/index.html","上海6月25日无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院2例",""
"1650264018-550","https://wsjkw.sh.gov.cn/yqtb/index.html","上海12月2日无新增本地新冠肺炎确诊病例 新增境外输入8例  治愈出院1例",""
"1650264018-134","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年1月26日，新增本土新冠肺炎确诊病例1例，新增境外输入病例20例 治愈出院36例 解除医学观察无症状感染者1例",""
"1650264018-642","https://wsjkw.sh.gov.cn/yqtb/index.html","上海9月2日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例 治愈出院7例",""
"1650264018-637","https://wsjkw.sh.gov.cn/yqtb/index.html","上海9月7日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例 治愈出院3例",""
"1650264018-267","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年9月8日，无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院4例",""
"1650264018-795","https://wsjkw.sh.gov.cn/yqtb/index.html","上海5月9日无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院3例",""
"1650264018-960","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有4例确诊病例2月11日出院",""
"1650264018-968","https://wsjkw.sh.gov.cn/yqtb/index.html","上海新增5例新型冠状病毒感染的肺炎确诊病例",""
"1650264018-507","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年1月14日，无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院8例",""
"1650264018-749","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有1例确诊病例今日出院，共计663例治愈出院",""
"1650264018-127","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年2月2日，无新增本土新冠肺炎确诊病例 新增境外输入9例  治愈出院11例",""
"1650264018-505","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年1月16日，无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院8例",""
"1650264018-71","https://wsjkw.sh.gov.cn/yqtb/index.html","3月23日（0-24时）本市各区确诊病例、无症状感染者居住地信息",""
"1650264018-765","https://wsjkw.sh.gov.cn/yqtb/index.html","上海昨日无新增本地新冠肺炎确诊病例，新增境外输入1例，治愈出院4例",""
"1650264018-798","https://wsjkw.sh.gov.cn/yqtb/index.html","上海5月7日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例 治愈出院3例",""
"1650264018-499","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年1月21日新增本地新冠肺炎确诊病例6例，新增境外输入3例，治愈出院4例",""
"1650264018-235","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年10月14日，无新增本地新冠肺炎确诊病例 新增境外输入1例  治愈出院5例",""
"1650264018-828","https://wsjkw.sh.gov.cn/yqtb/index.html","上海4月20日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例 治愈出院9例",""
"1650264018-725","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有1例确诊病例今日出院，共计670例治愈出院",""
"1650264018-344","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年6月29日,无新增本地新冠肺炎确诊病例 无新增境外输入病例",""
"1650264018-360","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年6月12日，无新增本地新冠肺炎确诊病例 新增境外输入6例  治愈出院10例",""
"1650264018-50","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年4月3日，新增本土新冠肺炎确诊病例425例 新增本土无症状感染者8581例 新增境外输入性新冠肺炎确诊病例8例 新增境外输入性无症状感染者4例 治愈出院30例",""
"1650264018-931","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有16例确诊病例2月22日出院",""
"1650264018-925","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有7例确诊病例2月25日出院",""
"1650264018-936","https://wsjkw.sh.gov.cn/yqtb/index.html","总出院人数已达186例 ，上海今天又有9例确诊病例痊愈出院，另有1例患者死亡",""
"1650264018-525","https://wsjkw.sh.gov.cn/yqtb/index.html","上海12月27日无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院7例",""
"1650264018-768","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有1例确诊病例今日出院，共计648例治愈出院",""
"1650264018-629","https://wsjkw.sh.gov.cn/yqtb/index.html","上海9月15日无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院4例",""
"1650264018-514","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年1月7日，无新增本地新冠肺炎确诊病例 新增境外输入8例  治愈出院3例",""
"1650264018-109","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年2月20日，无新增本土新冠肺炎确诊病例 新增本土无症状感染者2例 新增境外输入性新冠肺炎确诊病例27例 新增境外输入性无症状感染者3例 治愈出院3例",""
